QKEY,INTERVIEW_START_W137,INTERVIEW_END_W137,DEVICE_TYPE_W137,LANG_W137,XSAMPLE_W137,XMARITAL_W137,XKIDS1_W137,XKIDS2_W137,XEVERMAR_W137,SCHLMOD_W137,LIVINGPAR2_W137,PARENTNUM_W137,PARENT_GEND_1_W137,PARENT_GEND_2_W137,PARENT_GEND_3_W137,PARENT_GEND_4_W137,PARENT_GEND_5_W137,PARENT_GEND_6_W137,PARENT_GEND_7_W137,PARENT_GEND_8_W137,PARENT_GEND_9_W137,PARENT_CONTACT_1_W137,PARENT_CONTACT_2_W137,PARENT_CONTACT_3_W137,PARENT_CONTACT_4_W137,PARENT_CONTACT_5_W137,PARENT_CONTACT_6_W137,PARENT_CONTACT_7_W137,PARENT_CONTACT_8_W137,PARENT_CONTACT_9_W137,DOV_PARENT_SELECT_W137,DOV_PARENT_GENDER_W137,CPREPARE_W137,CADVICE_a_W137,CADVICE_b_W137,CADVICE_c_W137,CADVICE_d_W137,CADVICE_e_W137,CADVICE_f_W137,CADVICE_g_W137,CADVICE_h_W137,CDISAGREE_a_W137,CDISAGREE_b_W137,CDISAGREE_c_W137,CDISAGREE_d_W137,CDISAGREE_e_W137,CDISAGREE_f_W137,CDISAGREE_g_W137,CDISAGREE_h_W137,CEMOTIONAL1_W137,CLIVEPAR1_W137,CCOMMPAR1_a_W137,CCOMMPAR1_b_W137,CCOMMPAR1_c_W137,EMPLSIT_W137,MARRYPREF1_W137,CMARRY2_W137,CHILDPREF_W137,CCHILD_W137,CFINANCES1_W137,CFINANCES2_W137,CFINANCES3_W137,CFINANCES4_a_W137,CFINANCES4_b_W137,CFINANCES4_c_W137,CFINANCES4_d_W137,CFINANCES4_e_W137,CFINANCES5_W137,CRATEREL_W137,CTRUSELF_W137,CEMOTIONAL2_W137,CPARKNOW_W137,CINVOLV_W137,CCOMMPAR2_W137,CLIVEPAR2_W137,CLIVEPAR3_a_W137,CLIVEPAR3_b_W137,CLIVEPAR3_c_W137,CLIVEPAR3_d_W137,CLIVEPAR3_e_W137,CLIVEPAR5_a_W137,CLIVEPAR5_b_W137,CHILDGRP_1_W137,CHILDGRP_1_REFUSED_W137,CHILDGRP_2_W137,CHILDGRP_2_REFUSED_W137,CHILDGRP_3_W137,CHILDGRP_3_REFUSED_W137,CHILD_AGE_1_RECODE_W137,CHILD_AGE_2_RECODE_W137,CHILD_AGE_3_RECODE_W137,CHILD_AGE_4_RECODE_W137,CHILD_AGE_5_RECODE_W137,CHILD_AGE_6_RECODE_W137,CHILD_AGE_7_RECODE_W137,CHILD_AGE_8_RECODE_W137,CHILD_AGE_9_RECODE_W137,CHILDTOTAL_W137,CHILD_GEND_1_W137,CHILD_GEND_2_W137,CHILD_GEND_3_W137,CHILD_GEND_4_W137,CHILD_GEND_5_W137,CHILD_GEND_6_W137,CHILD_GEND_7_W137,CHILD_GEND_8_W137,CHILD_GEND_9_W137,CHILD_CONTACT_1_W137,CHILD_CONTACT_2_W137,CHILD_CONTACT_3_W137,CHILD_CONTACT_4_W137,CHILD_CONTACT_5_W137,CHILD_CONTACT_6_W137,CHILD_CONTACT_7_W137,CHILD_CONTACT_8_W137,CHILD_CONTACT_9_W137,DOV_CHILD_SELECT_W137,DOV_CHILD_GENDER_W137,PSUCCESS_W137,PPREPARE_W137,PADVICE_a_W137,PADVICE_b_W137,PADVICE_c_W137,PADVICE_d_W137,PADVICE_e_W137,PADVICE_f_W137,PADVICE_g_W137,PDISAGREE_a_W137,PDISAGREE_b_W137,PDISAGREE_c_W137,PDISAGREE_d_W137,PDISAGREE_e_W137,PDISAGREE_f_W137,PDISAGREE_g_W137,PPASTADV_W137,PEMOTIONAL1_W137,PLIVECHILD1_W137,PCOMMCHILD1_a_W137,PCOMMCHILD1_b_W137,PCOMMCHILD1_c_W137,PFINANCES1_W137,PFINANCES2_W137,PFINANCES3_W137,PFINANCES4_W137,PRATEREL_W137,PTRUKNOW_W137,PEMOTIONAL2_W137,PFEEL_a_W137,PFEEL_b_W137,PFEEL_c_W137,PFEEL_d_W137,PCINVOLV_W137,PCOMMCHILD2_W137,PMONITOR_W137,PLIVECHILD2_W137,PLIVECHILD3_a_W137,PLIVECHILD3_b_W137,CDISABIL_W137,PMILESTONE1_a_W137,PMILESTONE1_b_W137,PMILESTONE1_c_W137,PMILESTONE1_d_W137,PMILESTONE2_W137,PMILESTONE3_W137,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W137_CHILD,WEIGHT_W137_PARENT
202101009255,2023-10-27T17:17:45Z,2023-10-27T17:21:39Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,,,5.0,5.0,5.0,6.0,5.0,5.0,,,5.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,5.0,1,1,2,3,2,2,,1,2,2,1,6,12,,3,6,4,1.0,1,9,3,1,99,1.0,2,1,1.623741187511757,
202101009342,2023-10-30T00:28:21Z,2023-10-30T00:32:18Z,2,1,1,1,2,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,,4.0,,4.0,3.0,3.0,3.0,4.0,,4.0,,4.0,3.0,5.0,3.0,4.0,2.0,,,2.0,4.0,1.0,,2.0,,,,,,2.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,2,3,2,,1,1,1,1,1,12,,3,6,2,,2,4,1,4,4,1.0,2,2,0.3029018697307288,
202101009433,2023-10-31T08:09:38Z,2023-10-31T08:12:52Z,2,1,1,6,2,2,2,3.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,3.0,4.0,4.0,4.0,3.0,4.0,,,3.0,3.0,4.0,3.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,,2.0,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,1,1,2,4,2,,1,1,1,1,6,11,,4,6,2,,2,4,1,9,5,1.0,2,3,0.7977557589637564,
202101009587,2023-10-27T17:10:19Z,2023-10-27T17:14:10Z,1,1,1,6,2,2,2,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,,,3.0,3.0,3.0,6.0,3.0,3.0,,,4.0,3.0,4.0,4.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,,2.0,,,,,,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,2,4,1,7.0,1,4,3,1,6,11,,4,5,3,2.0,2,3,2,2,3,1.0,2,2,0.7268028753210036,
202101009756,2023-10-27T19:38:40Z,2023-10-27T19:42:16Z,2,1,1,6,2,2,2,3.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,1.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,,,5.0,2.0,5.0,5.0,4.0,3.0,,,4.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,,,,,,1.0,5.0,3.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,3.0,,1.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,8.0,1,1,2,2,3,2,,1,2,2,1,6,12,,3,6,4,2.0,2,4,1,2,5,1.0,1,1,0.8343554263418625,
202101009802,2023-11-01T11:47:12Z,2023-11-01T11:52:22Z,2,1,1,6,1,2,2,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,99.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,4.0,,,1.0,,2.0,,,,,,2.0,4.0,1.0,5.0,4.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,2,2,2,4,2,,1,2,2,1,6,1,1.0,1,2,2,,2,3,1,2,3,2.0,1,1,0.1077653310725982,
202101009981,2023-10-29T02:14:16Z,2023-10-29T02:20:33Z,1,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,3.0,2.0,3.0,5.0,4.0,4.0,,,3.0,3.0,3.0,4.0,1.0,6.0,,,3.0,3.0,2.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,,2.0,,,,,,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,2,2,1,1,5,2,,1,2,2,1,6,10,,3,4,3,2.0,2,3,2,6,3,1.0,1,2,0.0936545543486949,
202101010044,2023-10-27T20:39:28Z,2023-10-27T20:43:34Z,2,1,1,1,1,2,1,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,,4.0,4.0,4.0,3.0,3.0,5.0,4.0,,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,,,,,1.0,,2.0,,,,,,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,2,2,2,2,3,2,,1,1,1,1,1,1,1.0,1,4,4,2.0,2,3,1,9,3,2.0,1,2,0.1377767399689002,
202101010114,2023-11-01T01:54:26Z,2023-11-01T01:58:54Z,2,1,1,6,2,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,5.0,1.0,4.0,3.0,,,1.0,1.0,,,,3.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,1,1,2,1,5,2,,2,3,5,4,6,6,,4,1,3,1.0,1,1,3,7,2,1.0,2,2,1.4962397951459676,
202101010271,2023-10-28T14:28:54Z,2023-10-28T23:16:53Z,2,1,1,6,2,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,,,4.0,5.0,5.0,5.0,3.0,6.0,,,3.0,3.0,4.0,3.0,3.0,1.0,1.0,5.0,3.0,5.0,1.0,,2.0,,,,,,2.0,5.0,5.0,5.0,4.0,3.0,1.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,1,2,1,2,3,2,,1,4,4,1,6,9,,3,6,2,,2,4,1,5,5,1.0,2,2,0.2171768781764126,
202101010392,2023-10-29T17:03:27Z,2023-10-29T17:05:57Z,2,1,1,3,1,2,1,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,4.0,3.0,5.0,4.0,5.0,2.0,,3.0,2.0,3.0,2.0,1.0,6.0,1.0,,,,,1.0,,2.0,,,,,,2.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,5.0,2,1,2,3,1,1,4.0,2,3,3,4,3,12,,3,4,2,,2,3,3,1,3,99.0,2,1,6.314159461681934,
202101010535,2023-10-29T22:51:29Z,2023-10-29T22:58:37Z,2,1,1,1,2,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,99.0,3.0,3.0,3.0,2.0,3.0,,4.0,,3.0,4.0,5.0,5.0,5.0,,4.0,,3.0,3.0,3.0,1.0,2.0,1.0,,,1.0,4.0,2.0,1.0,2.0,,,,,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,2,2,2,1,6,2,,1,1,1,1,1,1,1.0,1,1,3,1.0,1,2,1,6,3,1.0,1,2,0.3405410522440702,
202101010724,2023-10-30T16:50:27Z,2023-10-30T16:53:31Z,2,1,1,6,2,2,2,3.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,,,3.0,3.0,4.0,2.0,3.0,2.0,,,1.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,1,1,2,2,3,2,,1,4,4,1,6,2,2.0,2,3,3,2.0,2,3,2,9,3,2.0,2,3,3.88445630639478,
202101010931,2023-10-27T19:12:20Z,2023-10-27T19:19:09Z,2,1,1,6,1,2,2,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,5.0,5.0,5.0,5.0,5.0,3.0,,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,,,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,3,2,2,2,3,2,,1,1,1,1,6,1,2.0,1,4,1,,1,2,2,2,3,1.0,1,1,0.2363048558090039,
202101010937,2023-11-01T16:43:18Z,2023-11-01T16:48:06Z,2,1,1,6,1,2,2,4.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,3.0,6.0,6.0,6.0,1.0,1.0,4.0,,,3.0,3.0,2.0,,,,,,2.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,3,2,2,2,4,2,,1,2,2,1,6,12,,3,5,3,2.0,2,3,1,1,3,1.0,2,1,0.085757860471083,
202101011096,2023-10-30T20:04:34Z,2023-10-30T20:10:56Z,2,1,1,2,2,2,2,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,,2.0,,2.0,4.0,2.0,3.0,2.0,,4.0,,2.0,3.0,3.0,2.0,5.0,1.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,2,1,2,1,6,2,,1,1,1,1,2,9,,3,6,2,,2,4,1,2,5,1.0,1,1,0.2505834548508417,
202101011534,2023-10-27T17:45:45Z,2023-10-27T18:25:20Z,2,1,1,6,2,2,2,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,,,4.0,5.0,4.0,5.0,4.0,5.0,,,3.0,1.0,,,,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,99.0,1.0,99.0,1.0,99.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,,2.0,2.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,3,1,2,3,2,2,,1,1,1,1,6,2,2.0,2,2,1,,1,1,2,9,2,2.0,2,2,5.9455575080762735,
202101011609,2023-10-28T15:46:32Z,2023-10-28T17:34:42Z,2,1,1,2,1,2,2,3.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,,3.0,1.0,3.0,4.0,5.0,4.0,4.0,,4.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,5.0,,,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,6.0,1,2,2,3,2,2,,1,1,1,1,2,1,1.0,1,1,1,,1,1,1,1,2,2.0,1,1,0.3282453094983191,
202101011714,2023-10-28T13:20:17Z,2023-10-28T13:24:12Z,1,1,1,6,2,2,2,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,3.0,2.0,4.0,5.0,3.0,4.0,5.0,,,4.0,3.0,5.0,6.0,4.0,6.0,,,4.0,3.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,2,1,1,2,3,2,,1,3,5,1,6,12,,3,4,4,2.0,2,3,3,8,3,1.0,2,2,1.430240568295731,
202101011803,2023-10-29T13:04:29Z,2023-11-01T11:09:49Z,2,1,1,6,2,2,2,3.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,,,3.0,5.0,5.0,5.0,4.0,4.0,,,3.0,3.0,5.0,1.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,2,1,2,3,2,2,,1,3,5,1,6,9,,3,6,2,,2,4,1,9,5,1.0,2,2,0.3185454314674442,
202101011951,2023-10-29T14:37:48Z,2023-10-29T14:41:53Z,2,1,1,3,1,2,1,3.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,5.0,3.0,6.0,6.0,6.0,3.0,,,,,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,1,2,2,2,3,2,,1,2,2,1,3,12,,3,5,3,1.0,1,2,1,2,4,1.0,2,2,0.1216561982427846,
202101012352,2023-11-05T23:32:39Z,2023-11-05T23:46:25Z,2,1,1,3,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,,3.0,4.0,5.0,5.0,5.0,4.0,4.0,,4.0,5.0,3.0,1.0,2.0,2.0,1.0,,,,,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,6.0,3,2,2,2,3,2,,1,1,1,1,3,12,,3,6,1,,1,2,3,3,4,1.0,1,2,0.3711423920783261,
202101012621,2023-10-28T05:17:22Z,2023-10-28T05:25:54Z,2,1,1,1,1,2,1,4.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,3.0,5.0,5.0,5.0,4.0,,4.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,,,,,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,7.0,1,2,2,3,2,2,,1,2,2,1,1,1,1.0,1,4,2,,2,3,1,3,3,1.0,2,1,0.2766406131040008,
202101012819,2023-10-27T23:12:22Z,2023-10-27T23:17:23Z,1,1,1,6,2,2,2,3.0,2.0,2.0,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,5.0,,,3.0,5.0,5.0,4.0,5.0,6.0,,,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,9.0,2,1,1,3,2,2,,2,3,5,4,6,10,,3,5,1,,1,1,3,9,2,1.0,2,3,2.00126786389026,
202101012856,2023-10-27T19:06:26Z,2023-10-27T19:10:31Z,2,1,1,6,2,2,2,3.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,,,5.0,4.0,5.0,3.0,4.0,5.0,,,3.0,3.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,,2.0,,,,,,1.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1,2,1,1,6,1,1.0,1,5,3,1,6,10,,3,4,3,2.0,2,3,3,1,3,1.0,2,2,0.1696074446945735,
202101012890,2023-10-30T22:14:41Z,2023-10-30T22:19:08Z,1,1,1,6,2,2,2,3.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,,,,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,,,4.0,3.0,3.0,5.0,5.0,6.0,,,5.0,1.0,,,,1.0,2.0,5.0,1.0,5.0,4.0,1.0,2.0,,,,,,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,,2.0,1.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,9.0,3,1,1,1,5,1,7.0,1,3,3,1,6,12,,3,2,3,1.0,1,1,1,2,2,1.0,1,1,0.4393314043563388,
202101013013,2023-10-27T18:49:08Z,2023-10-29T15:34:26Z,2,1,1,6,2,2,2,3.0,1.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,99.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,5.0,4.0,,,2.0,2.0,4.0,3.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,,2.0,,,,,,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,,2.0,2.0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,3,1,2,2,3,1,2.0,1,1,3,1,6,10,,3,6,3,2.0,2,4,2,2,4,1.0,2,1,0.2680437408873349,
